Наименование,Регистрационный номер,Дата регистрации,Статус,Регион регистрации,Организационно-правовая форма,Год,"Валовая прибыль (убыток), RUB","Всего использовано средств, RUB","Всего поступило средств, RUB","Выручка, RUB","Дебиторская задолженность, RUB","Денежные средства и денежные эквиваленты, RUB","Доходы от участия в других организациях, RUB","Доходы, RUB","Заёмные средства (краткосрочные), RUB","Капитал и резервы, RUB","Коммерческие расходы, RUB","Кредиторская задолженность, RUB","Остаток средств на конец отчетного года, RUB","Пассивы всего, RUB","Прибыль (убыток) до налогообложения , RUB","Прибыль (убыток) от продажи, RUB","Прибыль от приносящей доход деятельности, RUB","Приобретение основных средств, инвентаря и иного имущества, RUB","Проценты к получению, RUB","Проценты к уплате, RUB","Прочие доходы, RUB","Прочие расходы, RUB","Расходы на содержание аппарата управления, RUB","Расходы на целевые мероприятия, RUB","Расходы, RUB","Себестоимость продаж, RUB",Среднесписочная численность работников,"Текущий налог на прибыль, RUB","Управленческие расходы, RUB","Чистая прибыль (убыток), RUB"
"ПРИЮТ ДЛЯ ЖИВОТНЫХ ВЕРА-НАДЕЖДА-ЛЮБОВЬ, НКО БФ",1174700000540.0,2017-06-02 00:00:00,Действующая,Ленинградская область,Благотворительные фонды,2021,,12226000.0,12409000.0,,1389000.0,802000.0,,,,,,190000.0,802000.0,15985000.0,,,,8290000.0,,,,,3932000.0,,,,,,,
"ПРИЮТ ДЛЯ ЖИВОТНЫХ ПОМОГИ ДРУГУ, НО БФ",1154700000377.0,2015-04-06 00:00:00,Действующая,Ленинградская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРИЮТ ДЛЯ ЖИВОТНЫХ ЭЛЛИ, НКО БФ",1223400001956.0,2022-03-11 00:00:00,Действующая,Волгоградская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРИЮТ КИС, БФ",1165000053371.0,2016-08-12 00:00:00,Действующая,Московская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРИЮТ КОШКИН ДОМ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1126300005886.0,2012-10-31 00:00:00,Действующая,Самарская область,Благотворительные фонды,2021,,310000.0,127000.0,,,,,,,,,,,,,,,,,,,,285000.0,,,,,,,
"ПРИЮТ МЫ В ОТВЕТЕ, БФ ПОМОЩИ ЖИВОТНЫМ",1181832004210.0,2018-02-21 00:00:00,Действующая,Удмуртская Республика,Благотворительные фонды,2021,,2426000.0,2358000.0,,15000.0,123000.0,,,,,,,110000.0,534000.0,,,,,,,,,,2426000.0,,,,,,
"ПРИЮТ СВЯТОГО ИОАННА ПРЕДТЕЧИ, КРОБФ",1052335012795.0,2005-08-11 00:00:00,Действующая,Краснодарский край,Благотворительные фонды,2021,,1362000.0,1359000.0,,313000.0,24000.0,,,4000.0,,,120000.0,24000.0,3651000.0,,,,,,,,,1347000.0,,,,,,,
"ПРИЮТ, ТРОБФ",1027000005438.0,1997-03-03 00:00:00,Действующая,Томская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРО АРТЕ, ФОНД",1037828017006.0,1999-06-22 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,1967000.0,22457000.0,20546000.0,6812000.0,13866000.0,9202000.0,,,,37796000.0,,3546000.0,10002000.0,41342000.0,1964000.0,1967000.0,1763000.0,,,,,3000.0,229000.0,19224000.0,,4845000.0,,,,1704000.0
ПРО БУДУЩЕЕ,1215400042043.0,2021-10-07 00:00:00,Действующая,Новосибирская область,Благотворительные фонды,2021,,9000.0,10000.0,,,11000.0,,,,,,,1000.0,11000.0,,,,,,,,,9000.0,,,,,,,
"ПРО ДОБРО, БФ",1210200017576.0,2021-03-29 00:00:00,Действующая,Башкортостан (Республика),Благотворительные фонды,2021,,,,,,,,,,10000.0,,,,10000.0,,,,,,,,,,,,,,,,
"ПРОБУЖДЕНИЕ, ФОНД",1150100000192.0,2015-07-22 00:00:00,Действующая,Адыгея (Республика) (Адыгея),Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОГРЕСС, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД РАЗВИТИЯ БИЗНЕСА",1025003207899.0,1996-10-15 00:00:00,Действующая,Московская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОГРЕСС, БФ",1197800001123.0,2019-03-27 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,,,,
"ПРОГРЕСС, БФ",1210600004647.0,2021-12-23 00:00:00,Действующая,Ингушетия (Республика),Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОГРЕСС, БФ ФРГО",1152468063054.0,2015-12-23 00:00:00,Действующая,Красноярский край,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"РАЗВИТИЯ И ПОДДЕРЖКИ ДЕТСКОГО ТВОРЧЕСТВА И СПОРТА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1186658084260.0,2018-11-15 00:00:00,Действующая,Свердловская область,Благотворительные фонды,2021,,230000.0,232000.0,,10000.0,6000.0,,,,,,,6000.0,16000.0,,,,,,,,,23000.0,207000.0,,,,,,
"РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ДЕТЯМ, БОЛЬНЫМ ЛЕЙКЕМИЕЙ, РЕСПУБЛИКИ ТАТАРСТАН ИМЕНИ АНЖЕЛЫ ВАВИЛОВОЙ",1031659013363.0,2003-03-27 00:00:00,Действующая,Республика Татарстан,Благотворительные фонды,2021,,136400000.0,153769000.0,,18450000.0,39648000.0,,,,453078000.0,,32000.0,60046000.0,453110000.0,,,,40000.0,,,,,3026000.0,133334000.0,,,,,,
"ПРОДВИЖЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197232016520.0,2019-07-03 00:00:00,Действующая,Тюменская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОДВИЖЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1121800000145.0,2012-01-31 00:00:00,Действующая,Удмуртская Республика,Благотворительные фонды,2021,,17000.0,87000.0,,,70000.0,,,,70000.0,,,70000.0,70000.0,,,,,,,,,12000.0,5000.0,,,,,,
"ПРОДВИЖЕНИЕ, БФ",1170800000140.0,2017-06-27 00:00:00,Действующая,Калмыкия (Республика),Благотворительные фонды,2021,-80000.0,116737000.0,123527000.0,,38000.0,6846000.0,,,,6809000.0,,75000.0,6809000.0,6884000.0,-12000.0,-80000.0,,,,,68000.0,,1752000.0,114985000.0,,80000.0,,-1000.0,,-13000.0
"ПРОДЛИ ЖИЗНЬ, БФ",1182375066708.0,2018-08-08 00:00:00,Действующая,Краснодарский край,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОДОБРО, БФ",1173300000422.0,2017-07-17 00:00:00,Действующая,Владимирская область,Благотворительные фонды,2021,,16701000.0,17890000.0,,1443000.0,3712000.0,,,,4384000.0,,1430000.0,4332000.0,5815000.0,,,,,,,,,1972000.0,14729000.0,,,,,,
"ПРОДОБРО, БФ",1176500000401.0,2017-06-29 00:00:00,Действующая,Сахалинская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОЕКТ ЖИЗНЬ, БФ",1185000000833.0,2018-03-12 00:00:00,Действующая,Московская область,Благотворительные фонды,2021,,,,,,,,,,10000.0,,,,10000.0,,,,,,,,,,,,,,,,
"ПРОЕКТ МАЙСКИЙ ДЕНЬ, ИГО ФОНД ПО СПАСЕНИЮ ЖИВОТНЫХ",1063700006941.0,2006-09-04 00:00:00,Действующая,Ивановская область,Общественные фонды,2021,,7950000.0,7910000.0,5323000.0,,758000.0,,,,,,260000.0,498000.0,758000.0,371000.0,386000.0,211000.0,1039000.0,,,,15000.0,1783000.0,5106000.0,,4937000.0,,160000.0,,211000.0
"РОССИЙСКИЙ ДЕТСКИЙ ФОНД, АМУРСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОГО ОБЩЕСТВЕННОГО БЛАГОТВОРИТЕЛЬНОГО ФОНДА",1022800002037.0,1991-11-01 00:00:00,Действующая,Амурская область,Благотворительные фонды,2021,,5167000.0,3446000.0,,1800000.0,346000.0,,,,3373000.0,,31000.0,3373000.0,3404000.0,,,,,,,,,799000.0,4368000.0,,,,,,
"ПРОМЕТЕЙ, БФ",1096100001634.0,2009-05-15 00:00:00,Действующая,Ростовская область,Благотворительные фонды,2021,125000.0,,21000.0,125000.0,,120000.0,,,213000.0,-93000.0,,,-93000.0,120000.0,,,,,,,,,,,,,,,125000.0,
"ПРОПАГАНДА И ВОЗРОЖДЕНИЕ РУССКОГО ИСКУССТВА, БФ",1137800006486.0,2013-07-16 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,,,,374000.0,157000.0,,,613000.0,-482000.0,,45000.0,,1558000.0,-1059000.0,,,,,,910000.0,1969000.0,,,,,,,,-1059000.0
"ПРОСВЕТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1176733018285.0,2017-10-09 00:00:00,Действующая,Смоленская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОСВЕТ, БФ",1135000003522.0,2013-06-27 00:00:00,Действующая,Московская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОСВЕЩЕНИЕ, БФ",1022601933353.0,2002-08-13 00:00:00,Действующая,Ставропольский край,Благотворительные фонды,2021,,1687000.0,1750000.0,,6000.0,254000.0,,,,272000.0,,,272000.0,272000.0,,,,,,,,,336000.0,1351000.0,,,,,,
"ПРОСНИСЬ, БФ",1137800001745.0,2013-02-25 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОСТО ВАЖНО, БФ",1216900013120.0,2021-10-18 00:00:00,Действующая,Тверская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОСТО ЖИВИ, БФ",1185000003649.0,2018-09-11 00:00:00,Действующая,Московская область,Благотворительные фонды,2021,,243000.0,225000.0,,,14000.0,,,,14000.0,,,14000.0,14000.0,,,,,,,,,,243000.0,,,,,,
"ПРОСТО ПОМОГИ, БФ",1195000002240.0,2019-04-05 00:00:00,Действующая,Московская область,Благотворительные фонды,2021,,139000.0,351000.0,,3000.0,227000.0,,,,230000.0,,,230000.0,230000.0,,,,,,,,,75000.0,,,,,,,
"ПРОСТРАНСТВО ЗАБОТЫ О КОРОВАХ, БФЗУК",1192375067411.0,2019-09-23 00:00:00,Действующая,Краснодарский край,Благотворительные фонды,2021,,91000.0,91000.0,,,,,,,,,,,,,,,,,,,,91000.0,,,,,,,
"ПРОТЕЗИРОВАНИЕ-XXI ВЕК, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1165000050775.0,2016-03-02 00:00:00,Действующая,Московская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОТОС, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1185000003671.0,2018-09-11 00:00:00,Действующая,Московская область,Благотворительные фонды,2021,,1002000.0,1309000.0,,,227000.0,,,,,,,473000.0,484000.0,,,,,,,,,15000.0,981000.0,,,,,,
ПРОТЯНИ РУКУ ЛАПЕ,1216900015166.0,2021-12-01 00:00:00,Действующая,Тверская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОТЯНИ РУКУ ПОМОШИ, БФ",1175476001150.0,2017-01-11 00:00:00,Действующая,Новосибирская область,Благотворительные фонды,2021,,,,,,10000.0,,,,10000.0,,,,10000.0,,,,,,,,,,,,,,,,
"ПРОФЕССОРА НАЗАРЕНКО, ФОНД",1162225106108.0,2016-12-19 00:00:00,Действующая,Алтайский край,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОФИЛАКТИКА РАКА, СПБ РБОФ",1027800001646.0,2002-06-28 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,203000.0,,,3536000.0,208000.0,81000.0,,,493000.0,-1664000.0,,1460000.0,,289000.0,155000.0,203000.0,,,,,,48000.0,,,,3333000.0,,-124000.0,,31000.0
ОБЩЕСТВЕННЫЙ ФОНД ИМЕНИ В.СУСЛОВА,1097800003443.0,2009-05-18 00:00:00,Действующая,Санкт-Петербург,Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОФСОЮЗНЫЙ, БФ",1142225901036.0,2014-05-27 00:00:00,Действующая,Алтайский край,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПРОФТУРОБРАЗОВАНИЕ, ФОНД",1076600010486.0,2007-10-24 00:00:00,Действующая,Свердловская область,Благотворительные фонды,2021,,,,,42000.0,,,,,,,,,42000.0,,,,,,,,,,,,,,,,
"ПРОЦВЕТАНИЕ, БФ",1122700000720.0,2012-05-10 00:00:00,Действующая,Хабаровский край,Благотворительные фонды,2021,,,,,,10000.0,,,,10000.0,,,,10000.0,,,,,,,,,,,,,,,,
"ПРОЦВЕТАНИЕ, БФРКР",1173850020464.0,2017-05-31 00:00:00,Действующая,Иркутская область,Благотворительные фонды,2021,,8208000.0,5497000.0,,,17000.0,,,,10000.0,,,17000.0,17000.0,,,,,,,5497000.0,5497000.0,,8165000.0,,,,,,
"ПРОШУ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1117800019358.0,2011-12-27 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,,,,4000.0,,,,4000.0,,,,,4000.0,,,,,,,,,,,,,,,,
"ПРФКС, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1183600000495.0,2018-06-19 00:00:00,Действующая,Воронежская область,Благотворительные фонды,2021,,1177000.0,1179000.0,,,6000.0,,,,,,,6000.0,6000.0,,,,144000.0,,,,,,1027000.0,,,,,,
"ПСКОВЛЕСТОППРОМ, ФЛ ВЕЛИКОЛУКСКИЙ ГОРТОПСБЫТ ОАО",,1993-09-02 00:00:00,Действующая,Псковская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПСКОВСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ РОССИЙСКОГО ДЕТСКОГО ФОНДА,1026000003985.0,1996-05-21 00:00:00,Действующая,Псковская область,Благотворительные фонды,2021,,32255000.0,33826000.0,,709000.0,14639000.0,,,,15868000.0,,246000.0,15528000.0,16114000.0,-16000.0,,,184000.0,33000.0,,12304000.0,12353000.0,949000.0,31122000.0,,,,-1000.0,,-17000.0
"ПСП-ФОНД, БФ",1047855167260.0,2004-12-16 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,1664000.0,8454000.0,2384000.0,2251000.0,133000.0,1863000.0,,,,2468000.0,,46000.0,1846000.0,2617000.0,1671000.0,1664000.0,1603000.0,,7000.0,,,,4799000.0,3575000.0,,587000.0,,-68000.0,,1603000.0
"ПТИЦА МИРА, БФ",1174501004150.0,2017-06-15 00:00:00,Действующая,Курганская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПТИЦА ДОБРА, БФ",1215000066104.0,2021-06-24 00:00:00,Действующая,Московская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПТИЦА СЧАСТЬЯ, БФ",1130200004527.0,2013-10-25 00:00:00,Действующая,Башкортостан (Республика),Благотворительные фонды,2021,,692747000.0,846260000.0,,,252000.0,,,,201000.0,,1526000.0,252239000.0,1727000.0,,,,390107000.0,,,,,85924000.0,216716000.0,,,,,,
"ПТИЦЫ, БФ",1207800122353.0,2020-09-25 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,1874000.0,1824000.0,,,8000.0,,,,8000.0,,,8000.0,8000.0,,,,,,,,,409000.0,1448000.0,,,,,,
"ПУЛЬС ЖИЗНИ, БФ",1105000001908.0,2010-04-14 00:00:00,Действующая,Московская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУЛЬС РОДИНЫ, БФ",1146600002834.0,2014-09-02 00:00:00,Действующая,Свердловская область,Благотворительные фонды,2021,,401000.0,412000.0,,1000.0,55000.0,,,,,,,56000.0,56000.0,,,,,,,,,35000.0,366000.0,,,,,,
"ПУСТЬ ВСЕГДА БУДУ Я!, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1100300000316.0,2010-04-08 00:00:00,Действующая,Бурятия (Республика),Благотворительные фонды,2021,,707000.0,454000.0,,34000.0,129000.0,,,,308000.0,,,29000.0,308000.0,,,,,,,,,159000.0,548000.0,,,,,,
"ПУТЕВКА В ЖИЗНЬ, СПББОФ",1047831000623.0,2004-02-17 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУТИ ПРЕОДОЛЕНИЯ, КРОБ ФОНД ПОМОЩИ ДЕТЯМ ИНВАЛИДАМ",1094200003215.0,2009-12-25 00:00:00,Действующая,Кемеровская область,Благотворительные фонды,2021,,1251000.0,1561000.0,,,310000.0,,,,,,,310000.0,310000.0,,,,,,,,,156000.0,1095000.0,,,,,,
"ПУТЬ В ЖИЗНЬ, ТРОФ ПСРЦ",1037200004940.0,2002-03-28 00:00:00,Действующая,Тюменская область,Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУТЬ В СВОБОДЕ, БФ",1226300017250.0,2022-04-18 00:00:00,Действующая,Самарская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУТЬ ДОБРА И ИСТИНЫ, ФОНД",1160571060726.0,2016-08-22 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУТЬ ДОБРА, БФ",1157800000368.0,2015-01-26 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,,,,,10000.0,,,,10000.0,,,,10000.0,,,,,,,,,,,,,,,,
"ПУТЬ ДОБРА, БФ СПЗГ",1160280128854.0,2016-11-22 00:00:00,Действующая,Башкортостан (Республика),Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУТЬ ДОМОЙ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1161690149400.0,2016-09-16 00:00:00,Действующая,Республика Татарстан,Благотворительные фонды,2021,,4414000.0,4418000.0,,,,,,,,,,4000.0,,,,,,,,,,323000.0,4091000.0,,,,,,
"ПУТЬ К ЖИЗНИ, БФ",1155476008214.0,2015-02-02 00:00:00,Действующая,Новосибирская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУТЬ К ЖИЗНИ, БФ",1156313030972.0,2015-07-10 00:00:00,Действующая,Самарская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУТЬ К ИСТИНЕ, БФ",1136300000605.0,2013-02-26 00:00:00,Действующая,Самарская область,Благотворительные фонды,2021,,391000.0,384000.0,,,11000.0,,,,430000.0,,,11000.0,430000.0,,,,20000.0,,,,,61000.0,310000.0,,,,,,
"ПУТЬ К МЕЧТЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1193600000802.0,2019-07-24 00:00:00,Действующая,Воронежская область,Благотворительные фонды,2021,,907000.0,5651000.0,,160000.0,5003000.0,,,,,,159000.0,5004000.0,5163000.0,,,,,,,,,124000.0,679000.0,,,,,,
"ПУТЬ К МЕЧТЕ, БФ",1152225025248.0,2015-11-19 00:00:00,Действующая,Алтайский край,Благотворительные фонды,2021,,1962000.0,1962000.0,,,2000.0,,,,,,,2000.0,10000.0,,,,,,,,,561000.0,1401000.0,,,,,,
"ПУТЬ К ХРАМУ, ФОНД",1106600000539.0,2010-02-25 00:00:00,Действующая,Свердловская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУТЬ МИЛОСЕРДИЯ, БФ АП",1128624002099.0,2012-09-19 00:00:00,Действующая,Тюменская область,Благотворительные фонды,2021,,3731000.0,3033000.0,,29000.0,122000.0,,,,,,,151000.0,151000.0,6000.0,,,,,,6000.0,,1279000.0,2452000.0,,,,,,6000.0
"ПУТЬ МИЛОСЕРДИЯ, НО БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1131800001178.0,2013-11-18 00:00:00,Действующая,Удмуртская Республика,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУТЬ ОТ СЕРДЦА К СЕРДЦУ, БФ",1196658056814.0,2019-08-19 00:00:00,Действующая,Свердловская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУТЬ СЕРДЦА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1177800005778.0,2017-12-04 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУТЬ СОЗИДАНИЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1110200004232.0,2011-08-25 00:00:00,Действующая,Башкортостан (Республика),Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУТЬ, БФ",1060500002276.0,2006-08-07 00:00:00,Действующая,Дагестан (Республика),Благотворительные фонды,2021,,38449000.0,36254000.0,14423000.0,1161000.0,3395000.0,,,,4983000.0,,295000.0,5479000.0,5278000.0,,,14423000.0,1661000.0,,,,,10864000.0,25924000.0,,14423000.0,,,,
"ПУТЬ, ФОНД",1173600000936.0,2017-05-25 00:00:00,Действующая,Воронежская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУШИСТИК, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1186451007434.0,2018-04-05 00:00:00,Действующая,Саратовская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУШИСТОЕ СЕРДЦЕ, БФ ПОМОЩИ БЕЗДОМНЫМ ЖИВОТНЫМ",1181326007510.0,2018-12-20 00:00:00,Действующая,Мордовия (Республика),Благотворительные фонды,2021,,874000.0,880000.0,,,66000.0,,,,10000.0,,24000.0,66000.0,113000.0,,,,,,,,,198000.0,676000.0,,,,,,
"ПУШКИНСКАЯ НАУКА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1185000003847.0,2018-09-19 00:00:00,Действующая,Московская область,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ПУШКИНСКИЙ ДОМ НА КАВКАЗЕ, ФКСИ",1152651010522.0,2015-04-24 00:00:00,Действующая,Ставропольский край,Общественные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
